Name,Email,Course,Age
Student_2134,user_2134.email.com,Business,45
Student_2135,user_2135@email.com,Business,18
Student_2136,user_2136@student.ac.uk,Business,35
Student_2137,user_2137.email.com,Computing,27
Student_2138,user_2138.email.com,Unknown,39
Student_2139,user_2139@email.com,Business,37
Student_2140,user_2140@gmail.com,Automation,43
Student_2141,user_2141.email.com,Business,24
Student_2142,user_2142@email.com,Unknown,36
Student_2143,user_2143@gmail.com,Business,20
Student_2144,user_2144@gmail.com,Computing,18
Student_2145,user_2145.email.com,Automation,25
Student_2146,user_2146.email.com,Business,44
Student_2147,user_2147@email.com,Computing,25
Student_2148,user_2148@gmail.com,Business,28
Student_2149,user_2149.email.com,Automation,16
Student_2150,user_2150@gmail.com,Computing,43
Student_2151,user_2151@gmail.com,Automation,43
Student_2152,user_2152@gmail.com,Computing,18
Student_2153,user_2153@student.ac.uk,Unknown,43
Student_2154,user_2154@student.ac.uk,Automation,15
Student_2155,user_2155.email.com,Computing,21
Student_2156,user_2156@student.ac.uk,Unknown,41
Student_2157,user_2157@student.ac.uk,Automation,35
Student_2158,user_2158@student.ac.uk,Automation,39
Student_2159,user_2159@student.ac.uk,Automation,22
Student_2160,user_2160@student.ac.uk,Unknown,24
Student_2161,user_2161@student.ac.uk,Automation,25
Student_2162,user_2162@student.ac.uk,Business,35
Student_2163,user_2163@email.com,Business,21
Student_2164,user_2164@gmail.com,Unknown,18
Student_2165,user_2165@email.com,Computing,27
Student_2166,user_2166@gmail.com,Unknown,31
Student_2167,user_2167@email.com,Unknown,35
Student_2168,user_2168@email.com,Unknown,31
Student_2169,user_2169@student.ac.uk,Business,34
Student_2170,user_2170@student.ac.uk,Computing,15
Student_2171,user_2171@gmail.com,Business,44
Student_2172,user_2172.email.com,Unknown,21
Student_2173,user_2173.email.com,Automation,14
Student_2174,user_2174@student.ac.uk,Unknown,25
Student_2175,user_2175@email.com,Computing,43
Student_2176,user_2176@email.com,Business,15
Student_2177,user_2177@student.ac.uk,Unknown,41
Student_2178,user_2178.email.com,Computing,24
Student_2179,user_2179@student.ac.uk,Automation,17
Student_2180,user_2180@email.com,Unknown,37
Student_2181,user_2181@email.com,Unknown,36
Student_2182,user_2182@gmail.com,Automation,34
Student_2183,user_2183@student.ac.uk,Unknown,14
Student_2184,user_2184@email.com,Business,14
Student_2185,user_2185@gmail.com,Computing,31
Student_2186,user_2186@email.com,Business,23
Student_2187,user_2187@email.com,Business,36
Student_2188,user_2188@gmail.com,Unknown,34
Student_2189,user_2189@gmail.com,Business,18
Student_2190,user_2190@gmail.com,Automation,22
Student_2191,user_2191@email.com,Computing,17
Student_2192,user_2192@gmail.com,Computing,34
Student_2193,user_2193@gmail.com,Business,37
Student_2194,user_2194@student.ac.uk,Computing,36
Student_2195,user_2195@email.com,Unknown,24
Student_2196,user_2196.email.com,Automation,31
Student_2197,user_2197@student.ac.uk,Business,14
Student_2198,user_2198@email.com,Business,22
Student_2199,user_2199.email.com,Unknown,40
Student_2200,user_2200@email.com,Unknown,17
Student_2201,user_2201.email.com,Automation,19
Student_2202,user_2202@student.ac.uk,Automation,32
Student_2203,user_2203.email.com,Unknown,16
Student_2204,user_2204@gmail.com,Computing,34
Student_2205,user_2205@gmail.com,Unknown,24
Student_2206,user_2206.email.com,Business,43
Student_2207,user_2207@gmail.com,Unknown,14
Student_2208,user_2208.email.com,Business,36
Student_2209,user_2209@gmail.com,Automation,33
Student_2210,user_2210.email.com,Automation,35
Student_2211,user_2211@gmail.com,Computing,39
Student_2212,user_2212@gmail.com,Unknown,21
Student_2213,user_2213@gmail.com,Computing,17
Student_2214,user_2214@email.com,Computing,44
Student_2215,user_2215@gmail.com,Computing,17
Student_2216,user_2216@student.ac.uk,Unknown,40
Student_2217,user_2217@student.ac.uk,Automation,14
Student_2218,user_2218@gmail.com,Automation,31
Student_2219,user_2219@student.ac.uk,Automation,30
Student_2220,user_2220@email.com,Business,43
Student_2221,user_2221.email.com,Automation,39
Student_2222,user_2222@gmail.com,Unknown,41
Student_2223,user_2223@email.com,Automation,22
Student_2224,user_2224@gmail.com,Unknown,36
Student_2225,user_2225.email.com,Computing,23
Student_2226,user_2226@student.ac.uk,Automation,42
Student_2227,user_2227.email.com,Unknown,16
Student_2228,user_2228@student.ac.uk,Unknown,27
Student_2229,user_2229.email.com,Automation,16
Student_2230,user_2230.email.com,Unknown,45
Student_2231,user_2231@email.com,Unknown,36
Student_2232,user_2232@email.com,Computing,38
Student_2233,user_2233@gmail.com,Computing,18
Student_2234,user_2234.email.com,Unknown,14
Student_2235,user_2235@gmail.com,Unknown,30
Student_2236,user_2236@email.com,Computing,16
Student_2237,user_2237.email.com,Unknown,21
Student_2238,user_2238@gmail.com,Unknown,39
Student_2239,user_2239@email.com,Automation,29
Student_2240,user_2240.email.com,Computing,24
Student_2241,user_2241@gmail.com,Automation,42
Student_2242,user_2242@student.ac.uk,Computing,22
Student_2243,user_2243@gmail.com,Unknown,24
Student_2244,user_2244@student.ac.uk,Unknown,29
Student_2245,user_2245.email.com,Unknown,26
Student_2246,user_2246@student.ac.uk,Unknown,29
Student_2247,user_2247.email.com,Computing,39
Student_2248,user_2248.email.com,Computing,33
Student_2249,user_2249@student.ac.uk,Unknown,25
Student_2250,user_2250@student.ac.uk,Computing,33
Student_2251,user_2251@gmail.com,Automation,34
Student_2252,user_2252.email.com,Unknown,24
Student_2253,user_2253@email.com,Business,21
Student_2254,user_2254@email.com,Automation,44
Student_2255,user_2255@student.ac.uk,Unknown,27
Student_2256,user_2256@email.com,Business,37
Student_2257,user_2257@gmail.com,Automation,16
Student_2258,user_2258@email.com,Unknown,29
Student_2259,user_2259@email.com,Unknown,25
Student_2260,user_2260.email.com,Unknown,32
Student_2261,user_2261.email.com,Unknown,40
Student_2262,user_2262@email.com,Computing,41
Student_2263,user_2263.email.com,Unknown,38
Student_2264,user_2264@gmail.com,Business,34
Student_2265,user_2265@gmail.com,Computing,20
Student_2266,user_2266.email.com,Unknown,32
Student_2267,user_2267@email.com,Business,37
Student_2268,user_2268@student.ac.uk,Computing,38
Student_2269,user_2269@email.com,Business,16
Student_2270,user_2270.email.com,Unknown,18
Student_2271,user_2271@email.com,Unknown,33
Student_2272,user_2272.email.com,Computing,17
Student_2273,user_2273@student.ac.uk,Automation,17
Student_2274,user_2274@gmail.com,Computing,41
Student_2275,user_2275@gmail.com,Automation,26
Student_2276,user_2276@gmail.com,Computing,23
Student_2277,user_2277@gmail.com,Unknown,40
Student_2278,user_2278@email.com,Automation,39
Student_2279,user_2279@student.ac.uk,Business,32
Student_2280,user_2280@student.ac.uk,Unknown,37
Student_2281,user_2281@student.ac.uk,Unknown,14
Student_2282,user_2282@student.ac.uk,Business,25
Student_2283,user_2283@email.com,Business,42
Student_2284,user_2284@student.ac.uk,Computing,34
Student_2285,user_2285@email.com,Automation,35
Student_2286,user_2286@email.com,Computing,27
Student_2287,user_2287@gmail.com,Unknown,37
Student_2288,user_2288@email.com,Business,17
Student_2289,user_2289.email.com,Unknown,24
Student_2290,user_2290@email.com,Computing,44
Student_2291,user_2291.email.com,Automation,28
Student_2292,user_2292@student.ac.uk,Business,35
Student_2293,user_2293@gmail.com,Automation,22
Student_2294,user_2294.email.com,Unknown,28
Student_2295,user_2295@student.ac.uk,Business,25
Student_2296,user_2296@student.ac.uk,Computing,20
Student_2297,user_2297.email.com,Unknown,44
Student_2298,user_2298.email.com,Computing,23
Student_2299,user_2299.email.com,Unknown,16
Student_2300,user_2300.email.com,Unknown,45
Student_2301,user_2301.email.com,Automation,18
Student_2302,user_2302@student.ac.uk,Unknown,19
Student_2303,user_2303@student.ac.uk,Business,27
Student_2304,user_2304.email.com,Unknown,32
Student_2305,user_2305@email.com,Business,38
Student_2306,user_2306@student.ac.uk,Business,28
Student_2307,user_2307@student.ac.uk,Business,37
Student_2308,user_2308@gmail.com,Computing,24
Student_2309,user_2309@email.com,Business,28
Student_2310,user_2310@student.ac.uk,Automation,19
Student_2311,user_2311.email.com,Unknown,23
Student_2312,user_2312@gmail.com,Automation,44
Student_2313,user_2313.email.com,Unknown,31
Student_2314,user_2314@student.ac.uk,Automation,37
Student_2315,user_2315@email.com,Unknown,18
Student_2316,user_2316@student.ac.uk,Computing,38
Student_2317,user_2317@student.ac.uk,Business,21
Student_2318,user_2318@student.ac.uk,Unknown,38
Student_2319,user_2319@email.com,Unknown,34
Student_2320,user_2320@student.ac.uk,Business,44
Student_2321,user_2321@email.com,Computing,20
Student_2322,user_2322@student.ac.uk,Unknown,40
Student_2323,user_2323@gmail.com,Unknown,21
Student_2324,user_2324@student.ac.uk,Business,39
Student_2325,user_2325.email.com,Unknown,27
Student_2326,user_2326@gmail.com,Automation,45
Student_2327,user_2327@student.ac.uk,Automation,27
Student_2328,user_2328@gmail.com,Computing,40
Student_2329,user_2329@student.ac.uk,Computing,43
Student_2330,user_2330@gmail.com,Automation,45
Student_2331,user_2331@gmail.com,Computing,41
Student_2332,user_2332@email.com,Computing,39
Student_2333,user_2333@student.ac.uk,Automation,42
Student_2334,user_2334.email.com,Business,34
Student_2335,user_2335.email.com,Unknown,26
Student_2336,user_2336@gmail.com,Automation,44
Student_2337,user_2337@student.ac.uk,Automation,43
Student_2338,user_2338@email.com,Computing,20
Student_2339,user_2339@gmail.com,Automation,43
Student_2340,user_2340@student.ac.uk,Unknown,14
Student_2341,user_2341@student.ac.uk,Unknown,14
Student_2342,user_2342@email.com,Unknown,14
Student_2343,user_2343@student.ac.uk,Automation,31
Student_2344,user_2344@gmail.com,Automation,43
Student_2345,user_2345@student.ac.uk,Business,41
Student_2346,user_2346@gmail.com,Computing,14
Student_2347,user_2347@gmail.com,Computing,28
Student_2348,user_2348.email.com,Unknown,24
Student_2349,user_2349@student.ac.uk,Business,34
Student_2350,user_2350@email.com,Automation,45
Student_2351,user_2351@gmail.com,Computing,27
Student_2352,user_2352@email.com,Business,25
Student_2353,user_2353.email.com,Computing,35
Student_2354,user_2354@email.com,Automation,26
Student_2355,user_2355.email.com,Computing,27
Student_2356,user_2356@gmail.com,Computing,28
Student_2357,user_2357@student.ac.uk,Automation,38
Student_2358,user_2358@gmail.com,Automation,33
Student_2359,user_2359.email.com,Business,41
Student_2360,user_2360@email.com,Computing,17
Student_2361,user_2361@student.ac.uk,Computing,39
Student_2362,user_2362@email.com,Business,39
Student_2363,user_2363@email.com,Computing,26
Student_2364,user_2364@email.com,Computing,45
Student_2365,user_2365@gmail.com,Unknown,20
Student_2366,user_2366@student.ac.uk,Automation,17
Student_2367,user_2367@email.com,Automation,25
Student_2368,user_2368.email.com,Unknown,39
Student_2369,user_2369@student.ac.uk,Unknown,19
Student_2370,user_2370@gmail.com,Unknown,20
Student_2371,user_2371@gmail.com,Automation,29
Student_2372,user_2372.email.com,Unknown,15
Student_2373,user_2373@gmail.com,Automation,25
Student_2374,user_2374.email.com,Unknown,40
Student_2375,user_2375@email.com,Automation,30
Student_2376,user_2376@student.ac.uk,Automation,21
Student_2377,user_2377.email.com,Unknown,27
Student_2378,user_2378@gmail.com,Unknown,41
Student_2379,user_2379@gmail.com,Business,42
Student_2380,user_2380@gmail.com,Automation,35
Student_2381,user_2381.email.com,Automation,15
Student_2382,user_2382@gmail.com,Unknown,28
Student_2383,user_2383@email.com,Business,37
Student_2384,user_2384.email.com,Automation,16
Student_2385,user_2385@gmail.com,Business,41
Student_2386,user_2386@email.com,Automation,43
Student_2387,user_2387@gmail.com,Automation,43
Student_2388,user_2388@email.com,Unknown,40
Student_2389,user_2389@gmail.com,Unknown,31
Student_2390,user_2390@email.com,Computing,35
Student_2391,user_2391@gmail.com,Unknown,39
Student_2392,user_2392@student.ac.uk,Business,44
Student_2393,user_2393.email.com,Computing,33
Student_2394,user_2394.email.com,Business,31
Student_2395,user_2395@student.ac.uk,Computing,39
Student_2396,user_2396@gmail.com,Business,36
Student_2397,user_2397@gmail.com,Unknown,27
Student_2398,user_2398@email.com,Business,39
Student_2399,user_2399@student.ac.uk,Unknown,44
Student_2400,user_2400@gmail.com,Automation,40
Student_2401,user_2401@gmail.com,Computing,44
Student_2402,user_2402@student.ac.uk,Automation,28
Student_2403,user_2403@student.ac.uk,Business,30
Student_2404,user_2404.email.com,Business,41
Student_2405,user_2405.email.com,Business,21
Student_2406,user_2406@gmail.com,Unknown,42
Student_2407,user_2407@gmail.com,Unknown,44
Student_2408,user_2408@gmail.com,Automation,41
Student_2409,user_2409@gmail.com,Computing,20
Student_2410,user_2410@gmail.com,Business,27
Student_2411,user_2411@gmail.com,Computing,25
Student_2412,user_2412@email.com,Business,15
Student_2413,user_2413@email.com,Automation,20
Student_2414,user_2414@student.ac.uk,Automation,42
Student_2415,user_2415@email.com,Business,14
Student_2416,user_2416@student.ac.uk,Business,32
Student_2417,user_2417@student.ac.uk,Automation,14
Student_2418,user_2418@gmail.com,Automation,14
Student_2419,user_2419@email.com,Unknown,16
Student_2420,user_2420@gmail.com,Unknown,36
Student_2421,user_2421@email.com,Automation,18
Student_2422,user_2422@email.com,Business,22
Student_2423,user_2423@email.com,Computing,23
Student_2424,user_2424@gmail.com,Computing,15
Student_2425,user_2425@gmail.com,Unknown,22
Student_2426,user_2426@gmail.com,Computing,14
Student_2427,user_2427@gmail.com,Automation,31
Student_2428,user_2428@student.ac.uk,Automation,26
Student_2429,user_2429@gmail.com,Unknown,45
Student_2430,user_2430@student.ac.uk,Computing,20
Student_2431,user_2431.email.com,Business,25
Student_2432,user_2432.email.com,Computing,37
Student_2433,user_2433@gmail.com,Business,22
Student_2434,user_2434@student.ac.uk,Unknown,25
Student_2435,user_2435@email.com,Business,23
Student_2436,user_2436@student.ac.uk,Unknown,42
Student_2437,user_2437.email.com,Unknown,21
Student_2438,user_2438@gmail.com,Business,32
Student_2439,user_2439@gmail.com,Business,29
Student_2440,user_2440.email.com,Unknown,24
Student_2441,user_2441@gmail.com,Unknown,16
Student_2442,user_2442@gmail.com,Business,42
Student_2443,user_2443.email.com,Business,22
Student_2444,user_2444@student.ac.uk,Unknown,21
Student_2445,user_2445@gmail.com,Business,40
Student_2446,user_2446@email.com,Computing,15
Student_2447,user_2447@gmail.com,Business,32
Student_2448,user_2448@email.com,Business,14
Student_2449,user_2449@gmail.com,Unknown,17
Student_2450,user_2450@student.ac.uk,Unknown,28
Student_2451,user_2451@gmail.com,Business,33
Student_2452,user_2452.email.com,Business,27
Student_2453,user_2453@email.com,Business,42
Student_2454,user_2454@student.ac.uk,Computing,33
Student_2455,user_2455@gmail.com,Business,24
Student_2456,user_2456@gmail.com,Business,18
Student_2457,user_2457@email.com,Business,35
Student_2458,user_2458.email.com,Unknown,30
Student_2459,user_2459@student.ac.uk,Unknown,17
Student_2460,user_2460@email.com,Unknown,43
Student_2461,user_2461.email.com,Automation,23
Student_2462,user_2462@gmail.com,Automation,26
Student_2463,user_2463@email.com,Computing,32
Student_2464,user_2464@student.ac.uk,Unknown,43
Student_2465,user_2465@student.ac.uk,Automation,35
Student_2466,user_2466@email.com,Unknown,23
Student_2467,user_2467@email.com,Computing,22
Student_2468,user_2468@email.com,Unknown,28
Student_2469,user_2469@email.com,Computing,27
Student_2470,user_2470.email.com,Unknown,32
Student_2471,user_2471@gmail.com,Unknown,23
Student_2472,user_2472.email.com,Automation,19
Student_2473,user_2473@gmail.com,Unknown,14
Student_2474,user_2474@email.com,Unknown,35
Student_2475,user_2475@email.com,Unknown,40
Student_2476,user_2476.email.com,Automation,24
Student_2477,user_2477@email.com,Automation,31
Student_2478,user_2478.email.com,Automation,41
Student_2479,user_2479@student.ac.uk,Business,36
Student_2480,user_2480@gmail.com,Business,41
Student_2481,user_2481@gmail.com,Computing,36
Student_2482,user_2482@email.com,Automation,20
Student_2483,user_2483@email.com,Unknown,18
Student_2484,user_2484@gmail.com,Unknown,36
Student_2485,user_2485@gmail.com,Unknown,39
Student_2486,user_2486@student.ac.uk,Business,45
Student_2487,user_2487@email.com,Computing,15
Student_2488,user_2488.email.com,Unknown,15
Student_2489,user_2489.email.com,Business,22
Student_2490,user_2490@student.ac.uk,Automation,15
Student_2491,user_2491@gmail.com,Business,25
Student_2492,user_2492@student.ac.uk,Unknown,27
Student_2493,user_2493@gmail.com,Unknown,29
Student_2494,user_2494@email.com,Automation,25
Student_2495,user_2495@gmail.com,Unknown,43
Student_2496,user_2496@email.com,Unknown,22
Student_2497,user_2497@email.com,Computing,22
Student_2498,user_2498.email.com,Computing,16
Student_2499,user_2499@gmail.com,Unknown,26
Student_2500,user_2500@student.ac.uk,Unknown,38
Student_2501,user_2501@gmail.com,Business,20
Student_2502,user_2502@gmail.com,Business,14
Student_2503,user_2503@gmail.com,Unknown,27
Student_2504,user_2504@email.com,Automation,35
Student_2505,user_2505@email.com,Business,22
Student_2506,user_2506.email.com,Automation,39
Student_2507,user_2507.email.com,Unknown,42
Student_2508,user_2508@gmail.com,Automation,38
Student_2509,user_2509@gmail.com,Business,21
Student_2510,user_2510@gmail.com,Business,36
Student_2511,user_2511@student.ac.uk,Computing,45
Student_2512,user_2512.email.com,Business,14
Student_2513,user_2513@gmail.com,Business,28
Student_2514,user_2514@gmail.com,Automation,15
Student_2515,user_2515@student.ac.uk,Computing,30
Student_2516,user_2516@email.com,Automation,26
Student_2517,user_2517@gmail.com,Business,35
Student_2518,user_2518@student.ac.uk,Business,18
Student_2519,user_2519@student.ac.uk,Unknown,33
Student_2520,user_2520.email.com,Automation,14
Student_2521,user_2521.email.com,Unknown,23
Student_2522,user_2522@email.com,Business,29
Student_2523,user_2523@email.com,Unknown,31
Student_2524,user_2524@gmail.com,Computing,36
Student_2525,user_2525@email.com,Computing,28
Student_2526,user_2526@gmail.com,Business,39
Student_2527,user_2527@email.com,Automation,17
Student_2528,user_2528@email.com,Automation,32
Student_2529,user_2529.email.com,Unknown,37
Student_2530,user_2530@student.ac.uk,Automation,41
Student_2531,user_2531@gmail.com,Business,34
Student_2532,user_2532@gmail.com,Automation,26
Student_2533,user_2533@gmail.com,Business,34
Student_2534,user_2534.email.com,Business,35
Student_2535,user_2535@student.ac.uk,Automation,23
Student_2536,user_2536@student.ac.uk,Unknown,34
Student_2537,user_2537@email.com,Automation,31
Student_2538,user_2538@student.ac.uk,Computing,38
Student_2539,user_2539@student.ac.uk,Business,35
Student_2540,user_2540.email.com,Business,18
Student_2541,user_2541@email.com,Automation,39
Student_2542,user_2542@student.ac.uk,Unknown,31
Student_2543,user_2543@student.ac.uk,Unknown,28
Student_2544,user_2544@gmail.com,Automation,22
Student_2545,user_2545@student.ac.uk,Unknown,37
Student_2546,user_2546.email.com,Business,35
Student_2547,user_2547@gmail.com,Business,14
Student_2548,user_2548.email.com,Automation,26
Student_2549,user_2549.email.com,Computing,42
Student_2550,user_2550.email.com,Computing,40
Student_2551,user_2551.email.com,Business,42
Student_2552,user_2552@student.ac.uk,Unknown,31
Student_2553,user_2553@gmail.com,Automation,35
Student_2554,user_2554@student.ac.uk,Automation,44
Student_2555,user_2555.email.com,Unknown,15
Student_2556,user_2556@email.com,Computing,33
Student_2557,user_2557@email.com,Unknown,29
Student_2558,user_2558@email.com,Unknown,21
Student_2559,user_2559@gmail.com,Unknown,31
Student_2560,user_2560@email.com,Business,27
Student_2561,user_2561.email.com,Automation,35
Student_2562,user_2562.email.com,Computing,24
Student_2563,user_2563@student.ac.uk,Business,45
Student_2564,user_2564@email.com,Unknown,33
Student_2565,user_2565.email.com,Computing,31
Student_2566,user_2566@student.ac.uk,Unknown,26
Student_2567,user_2567@gmail.com,Business,42
Student_2568,user_2568@gmail.com,Automation,21
Student_2569,user_2569@student.ac.uk,Computing,33
Student_2570,user_2570.email.com,Computing,31
Student_2571,user_2571@student.ac.uk,Computing,23
Student_2572,user_2572@email.com,Business,31
Student_2573,user_2573@student.ac.uk,Computing,33
Student_2574,user_2574@gmail.com,Unknown,15
Student_2575,user_2575@student.ac.uk,Unknown,36
Student_2576,user_2576@email.com,Automation,14
Student_2577,user_2577@gmail.com,Computing,42
Student_2578,user_2578@gmail.com,Unknown,44
Student_2579,user_2579.email.com,Automation,37
Student_2580,user_2580.email.com,Unknown,31
Student_2581,user_2581@gmail.com,Unknown,32
Student_2582,user_2582@student.ac.uk,Unknown,38
Student_2583,user_2583@email.com,Business,39
Student_2584,user_2584@student.ac.uk,Computing,22
Student_2585,user_2585@student.ac.uk,Unknown,37
Student_2586,user_2586@gmail.com,Computing,21
Student_2587,user_2587@email.com,Computing,43
Student_2588,user_2588@email.com,Automation,33
Student_2589,user_2589@gmail.com,Business,20
Student_2590,user_2590.email.com,Business,30
Student_2591,user_2591@gmail.com,Automation,34
Student_2592,user_2592@gmail.com,Unknown,41
Student_2593,user_2593@gmail.com,Unknown,27
Student_2594,user_2594@student.ac.uk,Computing,42
Student_2595,user_2595@student.ac.uk,Automation,28
Student_2596,user_2596.email.com,Business,28
Student_2597,user_2597@gmail.com,Unknown,42
Student_2598,user_2598.email.com,Computing,31
Student_2599,user_2599@email.com,Business,35
Student_2600,user_2600@email.com,Computing,24
Student_2601,user_2601@student.ac.uk,Automation,43
Student_2602,user_2602.email.com,Unknown,14
Student_2603,user_2603@student.ac.uk,Computing,33
Student_2604,user_2604@email.com,Computing,44
Student_2605,user_2605@student.ac.uk,Computing,29
Student_2606,user_2606@student.ac.uk,Computing,34
Student_2607,user_2607@student.ac.uk,Business,15
Student_2608,user_2608@gmail.com,Unknown,38
Student_2609,user_2609@email.com,Unknown,41
Student_2610,user_2610@email.com,Business,14
Student_2611,user_2611.email.com,Computing,36
Student_2612,user_2612@email.com,Automation,23
Student_2613,user_2613@student.ac.uk,Computing,25
Student_2614,user_2614@student.ac.uk,Automation,23
Student_2615,user_2615.email.com,Unknown,15
Student_2616,user_2616@student.ac.uk,Unknown,30
Student_2617,user_2617@gmail.com,Business,33
Student_2618,user_2618.email.com,Business,28
Student_2619,user_2619@student.ac.uk,Computing,27
Student_2620,user_2620@email.com,Unknown,45
Student_2621,user_2621@student.ac.uk,Business,45
Student_2622,user_2622.email.com,Business,43
Student_2623,user_2623@email.com,Business,20
Student_2624,user_2624@student.ac.uk,Unknown,28
Student_2625,user_2625@gmail.com,Unknown,27
Student_2626,user_2626@gmail.com,Automation,38
Student_2627,user_2627@gmail.com,Business,19
Student_2628,user_2628.email.com,Business,18
Student_2629,user_2629.email.com,Unknown,23
Student_2630,user_2630@email.com,Automation,24
Student_2631,user_2631@student.ac.uk,Automation,42
Student_2632,user_2632@email.com,Computing,17
Student_2633,user_2633@gmail.com,Automation,44
Student_2634,user_2634.email.com,Business,27
Student_2635,user_2635@student.ac.uk,Automation,40
Student_2636,user_2636@student.ac.uk,Business,40
Student_2637,user_2637@student.ac.uk,Unknown,26
Student_2638,user_2638@email.com,Automation,39
Student_2639,user_2639@email.com,Unknown,36
Student_2640,user_2640@gmail.com,Computing,39
Student_2641,user_2641@email.com,Unknown,42
Student_2642,user_2642@gmail.com,Unknown,15
Student_2643,user_2643@email.com,Computing,41
Student_2644,user_2644@email.com,Business,15
Student_2645,user_2645@gmail.com,Business,39
Student_2646,user_2646@email.com,Automation,30
Student_2647,user_2647.email.com,Computing,22
Student_2648,user_2648@student.ac.uk,Unknown,35
Student_2649,user_2649.email.com,Computing,24
Student_2650,user_2650@gmail.com,Automation,26
Student_2651,user_2651@gmail.com,Computing,44
Student_2652,user_2652@email.com,Business,16
Student_2653,user_2653@student.ac.uk,Computing,45
Student_2654,user_2654@email.com,Automation,19
Student_2655,user_2655@gmail.com,Automation,35
Student_2656,user_2656@gmail.com,Unknown,40
Student_2657,user_2657@email.com,Unknown,35
Student_2658,user_2658@email.com,Unknown,36
Student_2659,user_2659@student.ac.uk,Unknown,34
Student_2660,user_2660.email.com,Automation,45
Student_2661,user_2661@student.ac.uk,Computing,43
Student_2662,user_2662@email.com,Business,27
Student_2663,user_2663.email.com,Computing,22
Student_2664,user_2664@student.ac.uk,Computing,25
Student_2665,user_2665@gmail.com,Automation,33
Student_2666,user_2666.email.com,Business,25
Student_2667,user_2667.email.com,Business,25
Student_2668,user_2668@student.ac.uk,Computing,43
Student_2669,user_2669@student.ac.uk,Computing,26
Student_2670,user_2670.email.com,Unknown,33
Student_2671,user_2671@gmail.com,Automation,44
Student_2672,user_2672@gmail.com,Business,29
Student_2673,user_2673@gmail.com,Automation,22
Student_2674,user_2674@student.ac.uk,Business,24
Student_2675,user_2675@student.ac.uk,Computing,32
Student_2676,user_2676@gmail.com,Automation,26
Student_2677,user_2677@email.com,Unknown,24
Student_2678,user_2678@email.com,Automation,23
Student_2679,user_2679@student.ac.uk,Automation,29
Student_2680,user_2680@email.com,Computing,44
Student_2681,user_2681@email.com,Automation,15
Student_2682,user_2682.email.com,Unknown,21
Student_2683,user_2683@student.ac.uk,Automation,40
Student_2684,user_2684@email.com,Unknown,40
Student_2685,user_2685@gmail.com,Unknown,19
Student_2686,user_2686@email.com,Computing,37
Student_2687,user_2687.email.com,Business,17
Student_2688,user_2688@email.com,Business,30
Student_2689,user_2689@student.ac.uk,Computing,43
Student_2690,user_2690.email.com,Unknown,37
Student_2691,user_2691@email.com,Automation,18
Student_2692,user_2692@gmail.com,Automation,45
Student_2693,user_2693@gmail.com,Business,35
Student_2694,user_2694@gmail.com,Automation,25
Student_2695,user_2695@student.ac.uk,Computing,16
Student_2696,user_2696@email.com,Business,14
Student_2697,user_2697@student.ac.uk,Unknown,41
Student_2698,user_2698@student.ac.uk,Computing,14
Student_2699,user_2699@email.com,Automation,31
Student_2700,user_2700@email.com,Computing,33
Student_2701,user_2701.email.com,Unknown,24
Student_2702,user_2702.email.com,Unknown,20
Student_2703,user_2703@student.ac.uk,Business,19
Student_2704,user_2704.email.com,Computing,17
Student_2705,user_2705@student.ac.uk,Unknown,29
Student_2706,user_2706@student.ac.uk,Business,20
Student_2707,user_2707@gmail.com,Unknown,33
Student_2708,user_2708@gmail.com,Business,39
Student_2709,user_2709@student.ac.uk,Unknown,23
Student_2710,user_2710@gmail.com,Unknown,19
Student_2711,user_2711.email.com,Unknown,36
Student_2712,user_2712@student.ac.uk,Automation,37
Student_2713,user_2713.email.com,Computing,43
Student_2714,user_2714@gmail.com,Computing,27
Student_2715,user_2715@gmail.com,Automation,38
Student_2716,user_2716@student.ac.uk,Business,27
Student_2717,user_2717@email.com,Unknown,20
Student_2718,user_2718.email.com,Unknown,37
Student_2719,user_2719.email.com,Business,43
Student_2720,user_2720.email.com,Unknown,28
Student_2721,user_2721@gmail.com,Business,27
Student_2722,user_2722@gmail.com,Business,20
Student_2723,user_2723@student.ac.uk,Automation,37
Student_2724,user_2724@gmail.com,Computing,14
Student_2725,user_2725@email.com,Computing,29
Student_2726,user_2726@email.com,Unknown,19
Student_2727,user_2727@gmail.com,Computing,15
Student_2728,user_2728@email.com,Unknown,27
Student_2729,user_2729.email.com,Automation,18
Student_2730,user_2730@gmail.com,Automation,17
Student_2731,user_2731.email.com,Business,37
Student_2732,user_2732@student.ac.uk,Unknown,28
Student_2733,user_2733@email.com,Unknown,24
Student_2734,user_2734@email.com,Business,19
Student_2735,user_2735.email.com,Computing,45
Student_2736,user_2736@student.ac.uk,Business,30
Student_2737,user_2737.email.com,Unknown,39
Student_2738,user_2738@gmail.com,Computing,45
Student_2739,user_2739@gmail.com,Automation,41
Student_2740,user_2740@email.com,Automation,20
Student_2741,user_2741@gmail.com,Automation,29
Student_2742,user_2742@gmail.com,Automation,33
Student_2743,user_2743.email.com,Computing,29
Student_2744,user_2744@gmail.com,Automation,27
Student_2745,user_2745@gmail.com,Automation,15
Student_2746,user_2746@student.ac.uk,Computing,14
Student_2747,user_2747@student.ac.uk,Business,35
Student_2748,user_2748@email.com,Business,28
Student_2749,user_2749@gmail.com,Computing,29
Student_2750,user_2750@gmail.com,Business,20
